prediction_id,ts_utc,exec_ts,api_url,status_code,latency_ms,prediction,error,model_version_loaded,model_uri_api,api_tracking_uri,age,monthly_income,debt_to_income_ratio,transactions_per_month,complaints_last_6m
91cf2f2d-ac72-4f1e-aba2-f97030ba63f2,2025-08-29T02:33:59.571402+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,13.82,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,78,8314.0,0.523,82,0
033d6c11-eb0f-44f3-88c2-6d4f0e1309e3,2025-08-29T02:34:05.589084+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,15.36,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,50,24390.0,0.232,24,6
a8eaf980-b4cc-4b98-8e42-7a92b14e3ebb,2025-08-29T02:34:11.601148+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,13.28,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,64,17734.0,0.821,68,4
83b61a33-a4e4-4127-a56f-f6231509fe11,2025-08-29T02:34:17.622977+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,15.42,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,72,18289.0,0.261,61,2
072f69d8-c4c5-4c6f-9223-f46562d1fe2f,2025-08-29T02:34:23.644724+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,15.45,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,39,12781.0,0.582,114,6
63882ef6-afa0-4b66-bcd7-d599fc7dd73e,2025-08-29T02:34:29.668282+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,17.29,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,32,9547.0,0.361,55,7
7677243c-00ec-4898-bea9-6013b1aece14,2025-08-29T02:34:35.690319+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,15.57,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,26,24137.0,0.765,80,8
3a4c6de1-7878-4336-8b62-9dce1d8773f7,2025-08-29T02:34:41.712400+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,15.5,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,73,8632.0,0.264,51,1
5f6641a1-a4cc-4822-b2b0-48cffddc976c,2025-08-29T02:34:47.742213+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,23.46,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,51,11495.0,0.113,109,2
61e52d11-5f1c-465f-b948-24d16ee37416,2025-08-29T02:34:53.764045+00:00,2025-08-29 02:32:00,http://fastapi:8000,500,15.52,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,34,8098.0,0.577,26,6
