prediction_id,ts_utc,exec_ts,api_url,status_code,latency_ms,prediction,error,model_version_loaded,model_uri_api,api_tracking_uri,age,monthly_income,debt_to_income_ratio,transactions_per_month,complaints_last_6m
469c5c41-4fa0-429f-ae55-3782d1f2458b,2025-08-29T02:39:21.540051+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,12.99,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,33,14571.0,0.813,28,0
6efa782d-96bb-4d07-b15e-dc5a385285ec,2025-08-29T02:39:27.564272+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,17.91,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,54,13333.0,0.569,33,2
de2ea781-ff58-4563-b015-0986ea70a2b1,2025-08-29T02:39:33.602328+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,31.53,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,33,8520.0,0.115,81,6
876e04a6-0f5b-4af3-b136-86dddc73760d,2025-08-29T02:39:39.616810+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,15.06,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,38,19259.0,0.283,27,8
97b53dab-23a1-40c2-b0cc-aa8fa5617f63,2025-08-29T02:39:45.643021+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,19.91,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,41,15959.0,0.268,62,0
09797ec8-ebfa-4632-9355-d78606429e6d,2025-08-29T02:39:51.668893+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,19.49,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,28,9465.0,0.391,87,5
dc75efef-3769-47d6-b298-34725c4915f9,2025-08-29T02:39:57.712097+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,36.87,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,27,7090.0,0.813,89,3
ff673384-5661-4579-8ece-26e0e0d3c8a9,2025-08-29T02:40:03.732269+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,13.86,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,23,23262.0,0.09,89,2
064c4c36-ee81-4db4-8982-78d02926c67e,2025-08-29T02:40:09.749563+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,14.17,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,31,21947.0,0.677,86,1
ce465e42-aa66-4dbd-bb1b-51d5592aabf0,2025-08-29T02:40:15.779168+00:00,2025-08-29 02:38:00,http://fastapi:8000,500,23.28,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,45,6789.0,0.806,103,8
