prediction_id,ts_utc,exec_ts,api_url,status_code,latency_ms,prediction,error,model_version_loaded,model_uri_api,api_tracking_uri,age,monthly_income,debt_to_income_ratio,transactions_per_month,complaints_last_6m
200bddc1-0e6e-4ee8-a8bf-2957f806125a,2025-08-29T02:31:22.193943+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,13.63,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,30,4723.0,0.85,68,3
d1e0b353-fc16-4bee-86b0-86b154679346,2025-08-29T02:31:28.214880+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,14.45,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,34,15284.0,0.687,65,7
0b0b1a8a-3088-48ac-b134-b913dfad2089,2025-08-29T02:31:34.235451+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,14.27,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,37,8086.0,0.46,46,6
e0c5c61e-72ae-4a47-ad84-2ac22401fd0d,2025-08-29T02:31:40.265418+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,30.93,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,29,20587.0,0.398,67,3
8ec17755-1965-4c2f-9c0e-7c964ecea577,2025-08-29T02:31:46.286060+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,14.27,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,24,18794.0,0.553,53,6
bc904a55-85fe-4115-b26a-39e806bccc89,2025-08-29T02:31:52.323530+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,31.25,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,62,18360.0,0.234,34,5
fa2949df-42ec-41d5-8943-905dbf1fea59,2025-08-29T02:31:58.338542+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,14.08,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,77,11925.0,0.255,16,7
e2bf3e62-8189-487c-af40-2158d92f5d7e,2025-08-29T02:32:04.360202+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,15.26,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,29,14166.0,0.634,102,8
df2f5f1f-e352-4b7e-85f3-f025885a5712,2025-08-29T02:32:10.376882+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,14.63,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,37,13220.0,0.319,9,1
be2d1bc0-f133-4edb-996a-e073b47250ac,2025-08-29T02:32:16.399641+00:00,2025-08-29 02:29:00,http://fastapi:8000,500,16.44,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,47,8409.0,0.156,53,6
