prediction_id,ts_utc,exec_ts,api_url,status_code,latency_ms,prediction,error,model_version_loaded,model_uri_api,api_tracking_uri,age,monthly_income,debt_to_income_ratio,transactions_per_month,complaints_last_6m
360ff5cb-7729-480f-8bfc-b83d56abe579,2025-08-29T02:30:17.255310+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,38.58,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,60,18404.0,0.22,68,2
efd75b21-52b8-4518-b559-90e22985e0be,2025-08-29T02:30:23.282657+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,20.97,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,26,10982.0,0.216,46,8
7e3b60e1-393f-43ed-b0c1-dc2d7b0019c0,2025-08-29T02:30:29.303800+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,14.84,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,66,15436.0,0.682,22,6
1df172d3-2b89-449c-91d0-ea6a24eb45d4,2025-08-29T02:30:35.324016+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,13.8,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,18,14408.0,0.677,62,4
f3cc748e-fee1-45ce-becd-215257b8bcb6,2025-08-29T02:30:41.346735+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,18.9,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,75,15103.0,0.349,19,7
0382b1b3-efc2-4dfd-b400-1d43a79fbc92,2025-08-29T02:30:47.368595+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,18.51,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,48,18196.0,0.253,27,3
ab39b3cb-eab8-4471-bf8b-5361b05986a4,2025-08-29T02:30:53.397572+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,22.61,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,25,11972.0,0.575,79,0
e97e9c6a-1f03-4830-917f-575de8938d33,2025-08-29T02:30:59.414114+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,13.96,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,24,12068.0,0.405,102,3
44ff5c24-2746-461a-b2ac-a475b5133f6a,2025-08-29T02:31:05.442022+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,22.05,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,74,8937.0,0.363,42,2
0b749626-6b42-4d5e-9593-0c2e16108816,2025-08-29T02:31:11.458151+00:00,2025-08-29 02:28:00,http://fastapi:8000,500,12.94,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,59,20187.0,0.189,36,1
