prediction_id,ts_utc,exec_ts,api_url,status_code,latency_ms,prediction,error,model_version_loaded,model_uri_api,api_tracking_uri,age,monthly_income,debt_to_income_ratio,transactions_per_month,complaints_last_6m
363afd15-69f3-4e70-b800-f629fbca7dfb,2025-08-29T02:36:09.247770+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,14.32,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,46,5298.0,0.471,110,0
116897e1-ed91-4cfe-92e9-6de352fc5f8d,2025-08-29T02:36:15.268277+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,14.17,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,53,4855.0,0.525,86,0
e4e6f21b-978f-4b19-bd11-ab11d3cba1ef,2025-08-29T02:36:21.289743+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,15.02,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,38,12074.0,0.523,38,5
450f27cf-6550-4c1e-a2c0-792c0d2685e0,2025-08-29T02:36:27.305983+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,14.76,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,75,13937.0,0.639,64,4
ecc43499-06ab-495e-8132-45bde07ca678,2025-08-29T02:36:33.327999+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,17.77,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,39,11249.0,0.606,95,2
dd4f9c40-0a71-49f3-ac91-1a4461319296,2025-08-29T02:36:39.342427+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,14.92,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,30,19812.0,0.158,107,7
9e27a5ac-cc1f-4975-a24a-aa68c28fcc58,2025-08-29T02:36:45.364645+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,15.85,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,50,21313.0,0.788,75,4
ec9a724e-04b8-4b2a-bd78-e8606cb071a6,2025-08-29T02:36:51.384098+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,16.56,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,50,22539.0,0.351,118,4
2166f21d-1260-4d38-94d3-7900f1516211,2025-08-29T02:36:57.404831+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,14.35,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,67,11963.0,0.605,71,7
7da84bfd-ad68-4ca3-9511-7f6c600ac1d4,2025-08-29T02:37:03.425313+00:00,2025-08-29 02:35:00,http://fastapi:8000,500,14.18,,"{""detail"":""Prediction failed""}",unknown,models:/customers_models@Production,http://mlflow:5000,35,4253.0,0.365,40,0
